Code,Hotel Name,Roomnights,Sale,Cost,Date,Country
CODE|21876,Al Raha Garden Suites,1333,34658,19995,"04, 2019",Not Found
CODE|21841,Al Raha Beach Hotel,1543,40118,30860,"05, 2019",UAE
CODE|21806,Al Quba Al Zahabia Furnished Units,432,9072,7344,"11, 2019",Saudi Arabia
CODE|21771,Al Qasr Metropole Hotel,27,675,486,"12, 2019",الأردن
CODE|21736,Al Pescatore Hotel & Restaurant,754,22620,15080,"07, 2019",Italy
CODE|21701,Al Olyan Golden Hotel,1520,33440,24320,"05, 2019",Not Found
CODE|21666,Al Olayan Al Khalil Makkah Hotel,1647,46116,24705,"02, 2019",Not Found
CODE|21631,Al Nosour Al Mohajreen Hotel,805,19320,13685,"08, 2019",Not Found
CODE|21596,Al Noor Hotel Makkah,1398,39144,23766,"06, 2019",السعودية
CODE|21561,Al Nokhba Royal INN,292,8176,4672,"10, 2019",Not Found
CODE|21526,Al Nimran Hotel,415,9130,6225,"10, 2019",Not Found
CODE|21491,Al Nawras Hotel Apartments,1730,44980,31140,"01, 2019",Not Found
CODE|21456,Al Nakheel Hotel Apartments by Mourouj Gloria,528,11616,7920,"12, 2019",UAE
CODE|21421,Al Najada Doha Hotel by Tivoli,1743,52290,27888,"03, 2019",Qatar
CODE|21386,Al Najada Doha Hotel Apartments by Oaks,337,8088,5055,"02, 2019",قطر
CODE|21351,Al Nabila Hotel,307,8596,6140,"11, 2019",Not Found
CODE|21316,Al Nabaress Al Macy Hotel,275,6875,5500,"12, 2019",Not Found
CODE|21281,Al Nabarees Palestine Hotel,717,20076,12906,"11, 2019",Not Found
CODE|21246,Al Nabarees Palace Hotel,920,21160,16560,"03, 2019",Not Found
CODE|21211,Al Mutlaq Hotel Riyadh,1121,30267,22420,"08, 2019",السعودية
CODE|21176,Al Musafer Hotel Riyadh,1833,51324,34827,"12, 2019",Not Found
CODE|21141,Al Murooj Grand,469,9380,7035,"03, 2019",عُمان
CODE|21106,Al Murjan Palace Hotel,226,5198,3842,"02, 2019",Lebanon
CODE|21071,Al Mukhtara International Hotel,780,15600,15600,"08, 2019",Saudi Arabia
CODE|21036,Al Mukhtara Golden,1720,36120,32680,"10, 2019",السعودية
CODE|21001,Al Muhaideb Altaif,1026,29754,19494,"02, 2019",Saudi Arabia
CODE|20966,Al Muhaidb Takhassusi 30,1115,33450,18955,"09, 2019",السعودية
CODE|20931,Al Muhaidb Tahliya Olaya,805,21735,15295,"10, 2019",السعودية
CODE|20896,Al Muhaidb Sulaimanya Askary Hospital,1998,57942,37962,"09, 2019",Not Found
CODE|20861,Al Muhaidb Residence Altakhsosy,1000,23000,19000,"10, 2019",السعودية
CODE|20826,Al Muhaidb Residence Al Maidan,402,10050,7638,"11, 2019",السعودية
CODE|20791,Al Muhaidb Residence Al Dowally,1346,34996,25574,"09, 2019",السعودية
CODE|20756,Al Muhaidb Palastine,691,20039,12438,"07, 2019",السعودية
CODE|20721,Al Muhaidb Khanshalila,613,14099,11647,"06, 2019",السعودية
CODE|20686,Al Muhaidb Alghzali Hotel,1625,47125,27625,"08, 2019",Saudi Arabia
CODE|20651,Al Muhaidb Al Nadwaa,1270,35560,25400,"11, 2019",السعودية
CODE|20616,Al Muhaidb Al Hamra,360,8640,6480,"09, 2019",Not Found
CODE|20581,Al Muhaidb Abha Residence,1253,32578,20048,"01, 2019",السعودية
CODE|20546,Al Muhaidab Residence Al Ahsa,838,24302,15922,"08, 2019",السعودية
CODE|20511,"Al Messila, a Luxury Collection Resort & Spa, Doha",1163,30238,23260,"12, 2019",Qatar
CODE|20476,Al Meroz Hotel Bangkok,918,20196,18360,"02, 2019",Thailand
CODE|20441,Al Mawasem Al Arbaa,1135,29510,21565,"01, 2019",Not Found
CODE|20406,Al Massa Inn Riyadh,109,2398,2180,"01, 2019",السعودية
CODE|20371,Al MASSA Hotel,1059,22239,21180,"01, 2019",مصر
CODE|20336,Al Massa Grand Hotel,1850,42550,31450,"01, 2019",السعودية
CODE|20301,Al Mashreq Boutique Hotel,563,16890,8445,"11, 2019",السعودية
CODE|20266,Al Masa Hotel Nasr City,1516,30320,24256,"05, 2019",مصر
CODE|20231,Al Marwa Rayhaan by Rotana,1488,40176,29760,"12, 2019",السعودية
CODE|20196,Al Mare Hotel,1330,27930,19950,"08, 2019",اليونان
CODE|20161,Al Manzil Suites Hotel,1956,58680,37164,"11, 2019",Not Found
CODE|20126,Al Manzil Residence – Hidd 2,1967,55076,31472,"12, 2019",البحرين
CODE|20091,Al Manzil Residence – Hidd 1,1218,29232,19488,"08, 2019",البحرين
CODE|20056,Al Manzil Residence,801,22428,16020,"10, 2019",البحرين
CODE|20021,Al Manzel Hotel Apartments,1205,27715,24100,"07, 2019",UAE
CODE|19986,Al Manthia Hotel,633,14559,12027,"04, 2019",إيطاليا
CODE|19951,"Al Manara, a Luxury Collection Hotel, Saraya Aqaba",1777,37317,26655,"09, 2019",الأردن
CODE|19916,Al Manar Hotel Apartment,1288,27048,19320,"06, 2019",UAE
CODE|19881,Al Manar Grand Hotel Apartment,23,552,414,"11, 2019",UAE
CODE|19846,Al Majaz Premiere Deluxe Hotel Apartment,1197,23940,17955,"02, 2019",الإمارات
CODE|19811,Al Maha Regency Hotel Suites,1334,30682,26680,"03, 2019",UAE
CODE|19776,Al Maha International Hotel,478,10994,7170,"04, 2019",عُمان
CODE|19741,Al Maha Arjaan by Rotana,99,2871,1485,"11, 2019",الإمارات
CODE|19706,Al Madinah Harmony Hotel,681,18387,10896,"10, 2019",السعودية
CODE|19671,Al Madina Kareem,1989,47736,35802,"08, 2019",Not Found
CODE|19636,Al Liwan Suites Doha,1967,53109,39340,"12, 2019",Qatar
CODE|19601,Al Kiswah Towers Hotel,1396,29316,26524,"09, 2019",السعودية
CODE|19566,"Al Khoory Inn, Bur Dubai",339,8136,5085,"03, 2019",الإمارات
CODE|19531,"Al Khoory Hotel Apartments, Al Barsha",523,15167,8368,"04, 2019",الإمارات
CODE|19496,"Al Khoory Executive Hotel, Al Wasl",1572,37728,23580,"09, 2019",الإمارات
CODE|19461,Al Khoory Atrium Hotel,464,13920,7888,"07, 2019",الإمارات
CODE|19426,Al Khaleej Palace Deira Hotel,1900,43700,36100,"09, 2019",الإمارات
CODE|19391,Al Khaleej Grand Hotel,350,8400,5250,"06, 2019",الإمارات
CODE|19356,Al Jouri Hotel,1274,36946,19110,"03, 2019",قطر
CODE|19321,"Al Joud Boutique Hotel, Makkah",316,6320,4740,"10, 2019",السعودية
CODE|19286,Al Jawhara Metro hotel,562,15736,8430,"11, 2019",الإمارات
CODE|19251,Al Jawhara Hotel Apartments,740,22200,11100,"10, 2019",UAE
CODE|19216,Al Jawhara Gardens Hotel,130,2600,2080,"08, 2019",الإمارات
CODE|19181,Al Jahra Copthorne Hotel & Resort,19,380,323,"08, 2019",الكويت
CODE|19146,Al Jaddaf Rotana Suite Hotel,973,20433,16541,"06, 2019",الإمارات
CODE|19111,Al Higgi Hotel,735,16170,13230,"04, 2019",Not Found
CODE|19076,Al Haram Hotel,639,17892,11502,"08, 2019",Not Found
CODE|19041,Al Hamra Residence,1735,39905,31230,"11, 2019",الإمارات
CODE|19006,Al Hamra Palace by Warwick,836,20064,15884,"08, 2019",السعودية
CODE|18971,Al Hamra Hotel Jeddah Managed by Accorhotels,621,14283,9936,"12, 2019",Saudi Arabia
CODE|18936,Al Hamra Hotel,966,28014,18354,"07, 2019",الكويت
CODE|18901,Al Hambra Hotel,1771,35420,35420,"03, 2019",مصر
CODE|18866,Al Habtoor Polo Resort,812,22736,13804,"02, 2019",الإمارات
CODE|18831,Al Habala Resort,1774,47898,30158,"06, 2019",السعودية
CODE|18796,Al Ghufran Safwah Hotel Makkah,324,9072,6480,"10, 2019",السعودية
CODE|18761,Al Farhan Suites Ishbillia,62,1240,1240,"05, 2019",السعودية
CODE|18726,Al Farej Hotel,1546,35558,23190,"11, 2019",الإمارات
CODE|18691,Al Fanar Palace,936,18720,14976,"12, 2019",Not Found
CODE|18656,Al Falaj Hotel,701,20329,10515,"01, 2019",عُمان
CODE|18621,Al Fajr Al Badiea 2 Hotel,159,3180,3021,"10, 2019",Not Found
CODE|18586,"Al Faisaliah Hotel, Riyadh",657,16425,9855,"03, 2019",Saudi Arabia
CODE|18551,Al Fahad Hotel Suites Al Tahliya,243,6561,4131,"06, 2019",السعودية
CODE|18516,Al Eman Royal Hotel,1353,40590,25707,"03, 2019",السعودية
CODE|18481,Al Eiman Ohud Hotel,281,8430,4777,"10, 2019",Not Found
CODE|18446,Al Ebaa Hotel,1511,34753,30220,"08, 2019",السعودية
CODE|18411,Al Eairy Furnished Apts Al Madinah 14,1436,43080,28720,"10, 2019",السعودية
CODE|18376,Al Eairy Furnished Apts Al Madinah 13,993,22839,19860,"01, 2019",السعودية
CODE|18341,Al Eairy Furnished Apt Al Qunfudhah 3,1662,44874,31578,"12, 2019",Not Found
CODE|18306,Al Eairy Furnished Apt Al Madinah 3,1682,50460,26912,"11, 2019",السعودية
CODE|18271,Al Eairy Furnished apt Al Madinah 1,1697,42425,33940,"12, 2019",السعودية
CODE|18236,Al Eairy Furnished Apartments Tabuk 4,1774,42576,28384,"05, 2019",السعودية
CODE|18201,Al Eairy Furnished Apartments Tabuk 3,1539,32319,30780,"10, 2019",السعودية
CODE|18166,Al Eairy Furnished Apartments Riyadh 6,1483,44490,28177,"01, 2019",Saudi Arabia
CODE|18131,Al Eairy Furnished Apartments Riyadh 5,227,5448,4313,"01, 2019",Saudi Arabia
CODE|18096,Al Eairy Furnished Apartments Riyadh 3,1396,41880,22336,"12, 2019",السعودية
CODE|18061,Al Eairy Furnished Apartments Qassim 1,1820,47320,36400,"07, 2019",السعودية
CODE|18026,Al Eairy Furnished Apartments Nariyah 4,1735,52050,34700,"05, 2019",Saudi Arabia
CODE|17991,Al Eairy Furnished Apartments Nariyah 2,787,18888,13379,"02, 2019",Not Found
CODE|17956,Al Eairy Furnished Apartments Nariyah 1,908,26332,18160,"06, 2019",Not Found
CODE|17921,Al Eairy Furnished Apartments Makkah 3,56,1624,1120,"03, 2019",السعودية
CODE|17886,Al Eairy Furnished Apartments Jizan 3,780,18720,13260,"02, 2019",Saudi Arabia
CODE|17851,Al Eairy Furnished Apartments Hail 3,391,8993,7820,"05, 2019",السعودية
CODE|17816,Al Eairy Furnished Apartments Hail 1,1146,24066,18336,"06, 2019",السعودية
CODE|17781,Al Eairy Furnished Apartments Dammam 7,693,14553,11088,"02, 2019",السعودية
CODE|17746,Al Eairy Furnished Apartments Dammam 4,1378,37206,23426,"02, 2019",السعودية
CODE|17711,Al Eairy Furnished Apartments Dammam 2,587,11740,11153,"01, 2019",السعودية
CODE|17676,Al Eairy Furnished Apartments Al Madinah 9,690,15870,12420,"08, 2019",السعودية
CODE|17641,Al Eairy Furnished Apartments - Tabuk 2,1587,31740,30153,"06, 2019",Not Found
CODE|17606,Al Eairy Furnished Apartments - Jeddah 2,798,19950,15960,"12, 2019",Not Found
CODE|17571,Al Eairy Furnished Apartments - Jeddah 1,242,6292,3872,"12, 2019",Not Found
CODE|17536,Al Eairy Furnished Apartments - Al Bahah 4,1209,29016,24180,"05, 2019",Not Found
CODE|17501,Al Eairy Furnished Apartments - Al Bahah 3,1713,41112,34260,"02, 2019",Not Found
CODE|17466,Al Eairy Furnished Apartments - Al Bahah 1,1509,42252,27162,"11, 2019",Not Found
CODE|17431,Al Eairy Apartments Makkah 4,50,1450,850,"05, 2019",السعودية
CODE|17396,Al Eairy Apartments- Dammam 8,866,23382,14722,"07, 2019",السعودية
CODE|17361,Al Eairy Apartments Al Taif,1573,42471,28314,"10, 2019",السعودية
CODE|17326,Al Eairy Apartments - Jeddah 6,888,22200,15984,"12, 2019",Not Found
CODE|17291,Al Eairy Apartments - Jeddah 5,1472,36800,22080,"01, 2019",Not Found
CODE|17256,Al Eairy Apartments - Jeddah 4,31,744,620,"01, 2019",Not Found
CODE|17221,Al Eairy Apartments - Al Madinah 8,1933,44459,32861,"12, 2019",السعودية
CODE|17186,Al Eairy Apartments - Al Baha 2,978,25428,18582,"06, 2019",Not Found
CODE|17151,Al Dyafa Hotel Suites,1986,45678,33762,"08, 2019",عُمان
CODE|17116,Al Diar Sawa Hotel Apartments Abu Dhabi,1292,31008,24548,"06, 2019",UAE
CODE|17081,Al Diar Mina Hotel,752,22560,12784,"04, 2019",الإمارات
CODE|17046,Al Diar Dana Hotel,546,15834,10374,"09, 2019",الإمارات
CODE|17011,Al Diar Capital Hotel,1173,34017,21114,"12, 2019",Not Found
CODE|16976,Al Diafah Hotel Suites,1806,41538,34314,"01, 2019",Saudi Arabia
CODE|16941,Al Diafah Apartments Olaya,380,8740,6840,"05, 2019",السعودية
CODE|16906,Al Deyafa Hotel Apartments,1187,24927,23740,"04, 2019",Oman
CODE|16871,Al Dana Plaza Hotel Amman,927,25956,15759,"10, 2019",Not Found
CODE|16836,"Al Bustan Palace, A Ritz-Carlton Hotel",960,26880,15360,"05, 2019",Oman
CODE|16801,Al Bustan Centre & Residence,205,5535,3075,"03, 2019",UAE
CODE|16766,Al Buraq Hotel,1212,26664,20604,"05, 2019",Not Found
CODE|16731,Al Borg Al Watheer,373,8579,7087,"05, 2019",Not Found
CODE|16696,Al Baron Palace Khobar,544,11968,10880,"06, 2019",Not Found
CODE|16661,Al Bander Hotel & Resort,712,17800,10680,"02, 2019",البحرين
CODE|16626,Al Bandar Arjaan - Creek,1368,39672,20520,"12, 2019",الإمارات
CODE|16591,Al Baleed Resort Salalah by Anantara,999,19980,15984,"11, 2019",Oman
CODE|16556,Al Balad INN Grand,1063,26575,20197,"01, 2019",Not Found
CODE|16521,Al Balad Inn Corniche,1827,49329,36540,"10, 2019",السعودية
CODE|16486,Al Bahjah Hotel,385,11550,7700,"12, 2019",عُمان
CODE|16451,Al Bahar Hotel & Resort,142,3266,2556,"05, 2019",الإمارات
CODE|16416,Al Aziziyah Boutique Hotel,1321,39630,25099,"06, 2019",Qatar
CODE|16381,Al Areen Palace & Spa by Accor,1141,29666,19397,"07, 2019",البحرين
CODE|16346,Al Aqeeq Palace Arac Hotel Madinah,570,14820,10260,"01, 2019",Not Found
CODE|16311,Al Aqeeq Madinah Hotel,1301,32525,23418,"12, 2019",السعودية
CODE|16276,Al Ansar New Palace Hotel,260,5720,4680,"05, 2019",السعودية
CODE|16241,Al Alamein Hotel,1722,43050,29274,"03, 2019",Egypt
CODE|16206,Al Ain Rotana,394,8274,6304,"01, 2019",الإمارات
CODE|16171,Al Ain Palace Hotel,833,22491,16660,"07, 2019",UAE
CODE|16136,"Al Ahsa InterContinental, an IHG Hotel",1084,28184,16260,"12, 2019",السعودية
CODE|16101,Aktaion Hotel,271,7046,5420,"02, 2019",Greece
CODE|16066,Aksular Otel,1623,37329,29214,"07, 2019",تركيا
CODE|16031,Akra V Hotel,1422,41238,28440,"06, 2019",Turkey
CODE|15996,Akra Hotel,229,5496,3435,"10, 2019",تركيا
CODE|15961,Akkadian Boutique Hotel,1366,40980,21856,"05, 2019",Greece
CODE|15926,AKKA Lush Taksim,276,7176,4692,"04, 2019",تركيا
CODE|15891,Akka Alinda Hotel,1715,46305,29155,"06, 2019",Turkey
CODE|15856,Akhasheni Wine Resort,697,13940,12546,"03, 2019",جورجيا
CODE|15821,Akgun Istanbul Hotel,500,13000,7500,"11, 2019",Turkey
CODE|15786,Akar International Otel(****),1811,54330,34409,"10, 2019",تركيا
CODE|15751,"Ajman Saray, a Luxury Collection Resort, Ajman",444,9324,7104,"12, 2019",UAE
CODE|15716,Ajman Hotel,30,780,540,"01, 2019",الإمارات
CODE|15681,Ajman Beach Hotel,913,20086,15521,"07, 2019",UAE
CODE|15646,Ajit Bhawan,22,638,374,"07, 2019",India
CODE|15611,Ajax Hotel,1024,29696,19456,"03, 2019",قبرص
CODE|15576,Aisi Hotel,1441,31702,27379,"11, 2019",جورجيا
CODE|15541,Airy Kuta Kartika Plaza Singosari 18 Bali,96,2880,1824,"07, 2019",ID
CODE|15506,Airporthotel Verona,1142,25124,17130,"10, 2019",Italy
CODE|15471,Airport resort and spa,1440,43200,24480,"04, 2019",Thailand
CODE|15436,Airport Motel Malpensa,437,13110,7429,"07, 2019",Italy
CODE|15401,Airport Inn Residency,1677,40248,33540,"07, 2019",India
CODE|15366,Airport Inn Gatwick,1351,33775,21616,"05, 2019",Not Found
CODE|15331,Airport Hotel Okęcie,177,5133,3186,"04, 2019",Polska
CODE|15296,Airport Hotel Bergamo,597,12537,11940,"09, 2019",Italy
CODE|15261,Airotel Stratos Vassilikos Hotel,1670,35070,26720,"11, 2019",Greece
CODE|15226,Airotel Parthenon,1216,29184,18240,"08, 2019",Greece
CODE|15191,Airotel Alexandros,935,22440,16830,"12, 2019",Greece
CODE|15156,Airavatha Residency,701,16824,11917,"12, 2019",India
CODE|15121,Air Rooms Rome Airport by HelloSky,1969,47256,35442,"11, 2019",Italy
CODE|15086,Air Boss Otel,1342,28182,25498,"07, 2019",تركيا
CODE|15051,AinB Eixample Sagrada Familia,615,12915,11070,"05, 2019",Spain
CODE|15016,AinB Eixample Entença,833,22491,12495,"08, 2019",Spain
CODE|14981,Ainb Born Via Laietana Apartment,1930,44390,34740,"12, 2019",Spain
CODE|14946,AinB,419,10894,7123,"05, 2019",Spain
CODE|14911,Ain Al Faida – Al Ain,310,8680,6200,"09, 2019",Not Found
CODE|14876,Aim House Bangkok Hotel,1473,30933,27987,"07, 2019",Thailand
CODE|14841,Aifu Resort,1585,34870,30115,"06, 2019",مصر
CODE|14806,Aiden by Best Western @ Paris Roissy CDG,1258,32708,25160,"03, 2019",France
CODE|14771,Aiden by Best Western @ JHD Dunant Hotel,402,9246,7638,"01, 2019",Italy
CODE|14736,Aiden by Best Western @ Flagstaff,262,7860,4978,"11, 2019",USA
CODE|14701,Aiden by Best Western @ Darling Harbour,132,3564,1980,"11, 2019",Australia
CODE|14666,Aiden by Best Western @ Berkeley,1573,31460,26741,"02, 2019",USA
CODE|14631,Aida Beach Hotel El Alamein,736,19872,11040,"12, 2019",Egypt
CODE|14596,AI MASSA,486,10206,8262,"09, 2019",مصر
CODE|14561,aha Urban Park Hotel & Spa,1188,27324,23760,"12, 2019",Not Found
CODE|14526,aha Inn On The Square,1668,46704,25020,"08, 2019",ZA
CODE|14491,Aguas de Ibiza Lifestyle & Spa Hotel,1790,35800,30430,"12, 2019",إسبانيا
CODE|14456,Agua Hotels Vila Branca,121,2904,2057,"11, 2019",Portugal
CODE|14421,Àgua Hotels Mondim de Basto,158,3476,2370,"11, 2019",Portugal
CODE|14386,Agua Azul Hotel,1777,35540,31986,"08, 2019",إسبانيا
CODE|14351,Agora Swiss Night**** By Fassbind,247,6669,4940,"03, 2019",Switzerland
CODE|14316,Agora Spa & Resort,1264,31600,25280,"07, 2019",إسبانيا
CODE|14281,Agora Juan De Austria,1095,30660,21900,"06, 2019",Spain
CODE|14246,agora guesthouse & Hostel,872,24416,14824,"07, 2019",Turkey
CODE|14211,Agora BCN,1647,49410,27999,"11, 2019",Not Found
CODE|14176,Agava hotel Tbilisi,370,10360,6660,"12, 2019",Georgia
CODE|14141,Agape Aparthotel,1739,48692,31302,"03, 2019",Hungary
CODE|14106,Ağaoğlu My City Hotel,1534,38350,30680,"07, 2019",تركيا
CODE|14071,Ag Palace Hotel,71,1420,1136,"06, 2019",Ethiopia
CODE|14036,AG Hotel,1724,34480,27584,"10, 2019",الإمارات
CODE|14001,Afrodite,1004,28112,16064,"07, 2019",Not Found
CODE|13966,Africana Hotel & Spa,1695,47460,32205,"01, 2019",مصر
CODE|13931,Africana Hotel,511,12264,9198,"12, 2019",مصر
CODE|13896,African Sun Amber Hotel,17,340,323,"06, 2019",Not Found
CODE|13861,African Regent,304,8816,4560,"04, 2019",Ghana
CODE|13826,"African Pride Mount Grace Country House & Spa, Autograph Collection",476,12376,9520,"11, 2019",South Africa
CODE|13791,African Pride Melrose Arch Hotel,610,18300,12200,"04, 2019",South Africa
CODE|13756,AfricaJade Thalasso,1338,26760,25422,"08, 2019",Tunisia
CODE|13721,Afraa Hotel,1177,28248,17655,"01, 2019",Saudi Arabia
CODE|13686,Aferni Hotel,538,15602,10760,"10, 2019",المغرب
CODE|13651,A'famosa Resort,1350,31050,22950,"03, 2019",Malaysia
CODE|13616,Aetas Lumpini,1675,33500,28475,"07, 2019",تايلاند
CODE|13581,Aetas Bangkok,417,9174,6255,"08, 2019",Thailand
CODE|13546,Aerotel Domodedovo,1289,37381,23202,"02, 2019",Russia
CODE|13511,Aerotel - Airport Transit Hotel,1550,35650,31000,"05, 2019",Not Found
CODE|13476,Aerostar,1333,39990,26660,"03, 2019",Not Found
CODE|13441,Aero44 Hotel Charleroi Airport,1169,33901,22211,"07, 2019",Belgium
CODE|13406,Aequora Lanzarote Suites (SENTIDO Hotels),1752,40296,29784,"04, 2019",Spain
CODE|13371,Aeolos Bay Hotel,1186,24906,22534,"11, 2019",Greece
CODE|13336,Aeolis Tinos Suites,1666,34986,28322,"03, 2019",Greece
CODE|13301,Aeminium Coimbra Hotel,912,18240,18240,"12, 2019",Portugal
CODE|13266,Aegli Hotel,539,12397,9702,"01, 2019",اليونان
CODE|13231,Aegean Plaza Hotel,1818,43632,36360,"07, 2019",Greece
CODE|13196,ADYA HOTEL LANGKAWI,67,1943,1340,"11, 2019",Malaysia
CODE|13161,Adriatika,1687,33740,32053,"11, 2019",Not Found
CODE|13126,Adorno Suites,1807,46982,28912,"12, 2019",Greece
CODE|13091,Adonis La Baule,761,17503,11415,"01, 2019",France
CODE|13056,Adonis Hotel,335,9380,5695,"05, 2019",تركيا
CODE|13021,Admiral Plaza Hotel Dubai,619,15475,10523,"03, 2019",UAE
CODE|12986,Admiral Hotel Villa Erme,1338,36126,25422,"11, 2019",Italy
CODE|12951,ADMIRAL HOTEL,1928,57840,32776,"02, 2019",Italy
CODE|12916,"Admiral Fell Inn, An Ascend Hotel Collection Member",1957,46968,35226,"02, 2019",USA
CODE|12881,aDLERS Hotel Innsbruck,1826,47476,27390,"06, 2019",Austria
CODE|12846,Adina Hotel Checkpoint Charlie Berlin,1480,35520,26640,"01, 2019",Germany
CODE|12811,Adina Apartment Hotel Nuremberg,799,19975,13583,"04, 2019",Germany
CODE|12776,Adina Apartment Hotel Frankfurt,1198,28752,21564,"01, 2019",Germany
CODE|12741,Adina Apartment Hotel Berlin Hauptbahnhof,223,4906,4237,"10, 2019",Germany
CODE|12706,Adimulia Hotel,714,15708,13566,"02, 2019",Not Found
CODE|12671,Adghir Grand Hotel,1061,25464,16976,"01, 2019",Not Found
CODE|12636,Aden Bay City Hotel,1822,51016,32796,"12, 2019",Not Found
CODE|12601,Adelphi Suites Bangkok,38,1064,684,"12, 2019",Thailand
CODE|12566,Adelmar Hotel,596,13708,11324,"12, 2019",تركيا
CODE|12531,Address Tower Hotel,713,21390,13547,"07, 2019",Not Found
CODE|12496,Address Sky View Hotel,1304,33904,19560,"02, 2019",UAE
CODE|12461,Address Montgomerie,463,13890,6945,"03, 2019",UAE
CODE|12426,Address Marassi Golf Resort,120,3600,2040,"12, 2019",Egypt
CODE|12391,Address Jabal Omar Makkah,791,20566,12656,"01, 2019",السعودية
CODE|12356,Address Istanbul,1096,28496,21920,"05, 2019",تركيا
CODE|12321,Address Grand Creek Harbour,873,20952,14841,"06, 2019",UAE
CODE|12286,Address Fountain Views,159,3816,3180,"11, 2019",الإمارات
CODE|12251,Address Dubai Marina,1109,25507,21071,"04, 2019",UAE
CODE|12216,Address Dubai Mall Residences,1788,41124,33972,"02, 2019",UAE
CODE|12181,Address Dubai Mall,1121,25783,21299,"12, 2019",الإمارات
CODE|12146,Address Downtown,817,18791,15523,"10, 2019",UAE
CODE|12111,Address Beach Resort Fujairah,420,12600,7980,"08, 2019",الإمارات
CODE|12076,Address Beach Resort Bahrain,943,24518,17917,"09, 2019",Bahrain
CODE|12041,Address Beach Resort,307,6140,5526,"08, 2019",الإمارات
CODE|12006,Address Al Hamra,39,936,624,"08, 2019",السعودية
CODE|11971,Addplus Hotel & Spa,631,15144,12620,"09, 2019",تايلاند
CODE|11936,Adana HiltonSA,959,23975,18221,"02, 2019",تركيا
CODE|11901,Adams Beach Hotel,134,3484,2144,"05, 2019",قبرص
CODE|11866,Adamant Suites,206,4944,3090,"05, 2019",Greece
CODE|11831,Adam Park Marrakech Hotel Spa,1359,38052,23103,"02, 2019",المغرب
CODE|11796,Adam & Eve - Adult Only,1439,41731,25902,"08, 2019",Turkey
CODE|11761,Adagio Premium Aparthotel,970,24250,19400,"12, 2019",الإمارات
CODE|11726,Adagio Jeddah City Center,1134,28350,18144,"02, 2019",السعودية
CODE|11691,Adagio Genève Saint Genis Pouilly,1724,46548,27584,"10, 2019",France
CODE|11656,Adagio Aparthotel Paris Porte de Charenton,732,17568,12444,"05, 2019",فرنسا
CODE|11621,Adagio Aparthotel Bordeaux Rodesse,751,16522,15020,"12, 2019",فرنسا
CODE|11586,Adaaran Select Meedhupparu,1685,37070,28645,"12, 2019",المالديف
CODE|11551,Adaaran Select Hudhuran Fushi,1198,26356,21564,"08, 2019",المالديف
CODE|11516,Adaaran Prestige Water Villas,743,18575,11145,"05, 2019",المالديف
CODE|11481,Adaaran Prestige Vadoo,659,17793,13180,"10, 2019",المالديف
CODE|11446,Ad Place Venice,1003,26078,20060,"02, 2019",Italy
CODE|11411,Ad Lib Bangkok,1959,47016,33303,"11, 2019",Thailand
CODE|11376,Action Hotel Ras Al Khaimah,1984,43648,35712,"07, 2019",الإمارات
CODE|11341,Acroterra Rosa,667,18009,12673,"01, 2019",Grecia
CODE|11306,Acropolis View Hotel,1921,42262,38420,"11, 2019",Greece
CODE|11271,Acropolis Select Hotel,158,4266,2844,"08, 2019",Greece
CODE|11236,Acropolis Museum Boutique Hotel,837,21762,15903,"11, 2019",Greece
CODE|11201,Acropolis Hôtel Paris Boulogne ***,666,19980,11988,"03, 2019",France
CODE|11166,Acropolis Hill Hotel,1513,45390,28747,"12, 2019",Greece
CODE|11131,Acropolis Ami Boutique Hotel,416,10400,8320,"03, 2019",Greece
CODE|11096,Acropole Hotel Tunis,940,27260,17860,"12, 2019",تونس
CODE|11061,Acqua Viva,295,8260,5900,"01, 2019",مصر
CODE|11026,"Acoya Curacao Resort, Villas & Spa",1736,43400,26040,"03, 2019",Not Found
CODE|10991,acora Hotel und Wohnen Karlsruhe,1266,25320,25320,"04, 2019",Deutschland
CODE|10956,acora Hotel und Wohnen,1890,56700,28350,"10, 2019",Deutschland
CODE|10921,Aconquija Hostería,791,16611,14238,"05, 2019",Not Found
CODE|10886,ACME Hotel Company,1733,46791,32927,"10, 2019",USA
CODE|10851,Achillion Palace Ξενοδοχείο,785,17270,14915,"04, 2019",Ελλάδα
CODE|10816,Achillion Hotel,1882,54578,31994,"01, 2019",Greece
CODE|10781,Achievers Airport Hotel,750,15750,12750,"03, 2019",Philippines
CODE|10746,ACHAT Premium Dortmund/Bochum,1462,38012,26316,"03, 2019",ألمانيا
CODE|10711,ACHAT Plaza Frankfurt/ Offenbach,1004,29116,16064,"04, 2019",ألمانيا
CODE|10676,ACHAT Hotel München Süd,689,15847,11024,"07, 2019",Deutschland
CODE|10641,Accra City Hotel,1200,25200,22800,"01, 2019",Ghana
CODE|10606,Accor Palace Hotel,1062,29736,20178,"03, 2019",Saudi Arabia
CODE|10571,Access Apartments Paddington,1549,43372,30980,"01, 2019",Not Found
CODE|10536,Accent Inns Burnaby,444,12876,7992,"11, 2019",Canada
CODE|10501,Acca Patong,120,2400,2400,"07, 2019",Not Found
CODE|10466,Acappella Suite Hotel,789,16569,13413,"11, 2019",Malaysia
CODE|10431,"Academia of Athens, Autograph Collection",212,5724,4240,"06, 2019",Greece
